Review,Rating,Tanggal
Apakah aplikasi ini sepenuhnya gratis?,4,2023-10-26 14:44:34
"akhir-akhir ini, tidak sempat baca2. Lha kok sekarang ndak bisa dibuka yah.",1,2023-10-25 11:34:58
"Setelah aplikasi diperbaharui kok jadi tambah jelek ya. Aq lebih suka filture yg dulu pas , aq baca buku halamannnya gak hilang. Makanya sekarang aq malah sering beralih ke perpus Yogyakarta",1,2023-10-24 17:18:49
"Apa banger dah Kadang mao pinjam buku, malah preview tidak keluar dan gabisa pinjam buku karena ngeblank (COPY 0 gitu) padahal jwringan lancar. Pas liat rowayat pinjaman pun sama aja gk ada Ternyata pas baru masuk ada muncul sebentar mode luring 🥴 padahal internet lancar malah jadi mode luring bukan daring",3,2023-10-23 23:53:09
Banyak yang ga lengkap,2,2023-10-23 11:07:06
"Habis update, notifikasi kosong. Jadi nggak tahu kalo buku yang lagi diantri udah tersedia. Tolong diperbaiki. Sudah fix. Ganti bintang 5. Thanks, Ipusnas.",5,2023-10-23 10:28:45
"Ipusnas adalah tempat aku mencari inspirasi dan ide. Banyak bacaan yang bagus. Tapi semenjak update kenapa di kolam kategori cuma sampai komik saja? Padahal sebelumnya lengkap sampai buku pengembangan diripun ada, sebelumnya kategori berdasarkan abjad. Semenjak update saya malah kesulitan cari buku sesuai yang dimau. Tolong diperbaiki, katanya mau rakyat Indonesia suka baca. Tapi malah begini.",2,2023-10-23 09:37:38
Kasih.1 aja dulu,1,2023-10-23 00:22:47
"Aplikasinya bagus... Tapi ini kok ga bisa login ya?? Padahal masuk aplikasi lain lancar, browsing lancar... Internetan stabil.. please tolong perbaiki lagi ipusnas. Edited: good job ipusnas sekarang sudah tidak ada kendala lagi.. perbanyak lagi buku buku yang lain. Selebih sangat membantu untuk reverensi pembuatan makalah :)",5,2023-10-21 18:11:55
Membantu untuk mencari referensi tanpa repot memilih satu persatu di perpustakaan offline,5,2023-10-21 13:57:49
Sangat Loading,1,2023-10-20 12:53:21
"Di update malah kadang force close dan penyakit gagal loading file masih ada, saya kira dengan di update akan menghilangkan bug tersebut. Update: Masalah baru lagi yaitu akun saya tiba-tiba log out secara otomatis tanpa campur tangan saya. Benar-benar membuat kecewa. Edit: masalah masih belum terselesaikan karena ada beberapa buku yang gagal loading. Bagaimana ini?",1,2023-10-17 16:31:22
Keren,5,2023-10-17 14:10:21
Apk sudah di instal tpi susah di buka,5,2023-10-15 11:58:06
Setelah di-update kok malah force close???????,1,2023-10-14 16:56:07
Mau login susahhhhhhhhh,2,2023-10-14 12:08:15
"Halo! Selama menggunakan aplikasi ipusnas ini bener bener ngebantu aku buat baca novel yg belum bisa aku beli buku cetaknya hehehe, dari 2021 lancar lancar saja tapi kenapa malam ini saat saya pinjam salah satu ebook tiba tiba tidak bisa dibuka dan langsung keluar dari aplikasi? sementara jika buka ebook lain bisa, hanya satu ebook yg baru dipinjam ini yang tidak bisa diakses, ini kenapa ya? disuruh hapus memori aplikasi terus pula, mohon bantuannya dong terima kasih",4,2023-10-13 22:24:55
"Gak bisa buka aplikasi, pas mau baca ngebuk mulu, padahal udah download bukunya. Sudah ada di rak buku offline tetap tidak bisa baca, dicoba baca yang di rak buku dengan online tetap saja gak bisa, pas buka ngebuk ke beranda awal HP tersebut. Mohon tanggapannya dan semoga cepat ada perbaikan, mood baca benar-benar terganggu, terimakasih.😇😱😂",3,2023-10-13 00:03:10
"Masih sedikit bukunya, untuk bukunya kebanyakan buku cerita untuk materi dan rujukan TI belum ada",4,2023-10-12 20:37:01
tolong tambahin notif buat buku yg udh di return ;),4,2023-10-12 15:47:16
Aplikasinya error. Tidak bisa dibuka,1,2023-10-11 21:26:00
"selalu ada bug, jadi susah kalo mau baca balik ke homepage terus. semoga segera diperbaiki.",2,2023-10-11 18:14:44
"Saya suka sekali aplikasi ipusnas ini. Sgt direkomendasikan untuk kln yg hobi baca nonfiksi, fiksi, bbrp karya populer luar seperti seri detektif Holmes & poirot dan dlm negri ada brp novel tere liye & hamka, Filsafat, kumcer, puisi, dongeng anak, esai kompas, herlaquin, self-improvement, buku bahan ajar, naskah drama, dll bhkn novel Wttpad yg dibukukn jg ada. Di dlmnya ada fitur pencarian melalui genre. Buat nyari, pinter2 pakai kata kunci search. Kalian bisa cari dgn nama si penulis buku",5,2023-10-11 16:24:14
Masih ada kendala kalau mau download buku tolong diperbaiki secara serius,3,2023-10-11 10:49:38
Kenapa ya pas mau buka aplikasi selalu saja keluar menutup sendiri,3,2023-10-11 08:22:54
ebook yang sudah d download tidak bisa dibuka,3,2023-10-11 08:10:23
"Kenapa iPusnas sekarang lebih lambat? Sering tiba-tiba berhenti. Riwayat bacaan saya juga tidak muncul, lain-lainnya juga tidak muncul. Tolong diperbaiki",3,2023-10-11 08:06:24
"Aplikasi ini tidak aman, karena harus ada izi akses dan ubah pengaturan perangkat, menurut saya untuk aplikasi gini tdk perlu ada izi tersebut.",2,2023-10-10 10:08:00
"Tolong untuk bagian penanda lamannya diperbaiki lagi. Waktu ditandai memang bisa, tapi setelah keluar dari aplikasi malah hilang penanda lamannya. Mohon diperbaiki. Secara umum sudah bagus, semoga dapat membawa bangsa ke dunia yang lebih cerah.",4,2023-10-09 21:34:24
Praktis menyenangkan,5,2023-10-09 19:55:30
"Tolooooong dooooong .....udah diupdate malah g bisa baca ....sudah antri cukup lama ,buru2 download mlh g bisa dibuka :(",1,2023-10-09 17:56:43
"ini kenapa yaa iPusnas setiap kali mau buka ebook yang sudah di download malah otomatis keluar aplikasi, mohon untuk segera ditindaklanjuti karena saya lihat ada beberapa komentar dari bulan september yang mengalami hal sama. kecewa kalau sudah ngantri lama tapi ebooknya tidak bisa dibuka. terimakasih.",3,2023-10-09 10:51:53
"Sukak banget.. tp kadang sering error gitu apk nya gakbisa buat buka buku, klo buka bukunya langsung ngblank ngebkack.. Sama suka gregetan aja klo mau pinjem buku antriannya berpuluh2ribu kayak buku lautan bercerita😁 Oh iya min, aplikasi ipusnas yg buat PC tolong diupdate juga dong, soalnya sering ngelag parah.. thx",3,2023-10-08 21:27:54
Aplikasi ga guna,2,2023-10-08 16:49:48
"apknya ribet mau pinjam buku gagal terus, karna apknya fast respon tambah bintang 1",4,2023-10-08 14:09:11
Ga nyangka kalo ada juki,5,2023-10-08 09:17:07
Memudahkan dalam mencari buku bacaan,5,2023-10-08 08:55:19
"maaf sebelumnya tim perpusnas, kenapa saya mau daftar akun ga bisa"" yahhh, tolong dongg gmna inii 🙏",1,2023-10-07 18:52:43
"Hp saya vivo Y53. Ada buku yang mau saya baca, pas masuk ke salah satu judul loadingnya lama, tau-tau foreclose. Semoga ada perbaikan. Terima kasih.",2,2023-10-07 17:58:28
"mohon maaf ini lagi bug yaa ipusnas nya karna udah pinjam buku waktu mau dibaca malah loading trs keluar aplikasinya sehingga tidak bisa membaca buku yg kita pinjam tdi kalau memang lagi bug harap di perbaiki yaa karna udah lama mau baca nya tapi malah keluar sendiri aplikasi nya, terima kasih.",4,2023-10-06 22:54:24
"kenapa buku sudah didownlond tapi saat diklik dibaca jadi mental keluar dari aplikasi udh 1 minggu?, sebelumnya² aman aja",3,2023-10-06 22:26:56
"Bagus, semoga kedepannya makin rajin up rak buku baik yg lawas ataupun baru. Karena banyak buku yg ingin saya baca tapi belum tersedia. Terimakasih",5,2023-10-06 07:33:48
"Terima kasih sudah menyediakan bacaan buku-buku berkualitas, semoga buku-bukunya semakin lengkap dan lebih memudahkan mereka yang suka membaca",5,2023-10-06 02:23:41
Ok,5,2023-10-05 13:09:40
"Buku nya ga bisa di baca setiap mau baca langsung keluar apk sendiri,ini kenapa ya?",1,2023-10-05 12:13:11
Bagus,5,2023-10-05 09:59:45
Mengapa saya tidak bisa membuka apk-nya,1,2023-10-05 09:08:12
Sayang tiap mau baca buku selalu log out.... Kira2 kapan bisa normal kembali?,2,2023-10-04 20:32:03
"Hai ipunas... Aku udah minjam buka dan berhasil tetapi pada saat akan mau dibaca bukunya tidak mau terbuka malah keluar dari aplikasi, sudah coba hapus dan unduh ulang lagi tetap saja tidak bisa, padahal saya sudah antri lama buat baca buku itu malah tidak bisa di buka, itu knapa ya ka?",3,2023-10-04 20:05:29
"Aplikasi masih ttep gabisa buka buku yg udh dipinjam. Ktika mau baca tiba"" aplikasi telah berhenti lalu kluar sndiri. Tlong segera diperbaiki lg min sudah lama bgt saya nnggu ini normal.",1,2023-10-04 13:02:03
Ini kenapa mau baca yang sudah d download malah keluar dari aplikasi????? Sudah berapa minggu ini gitu2 terus!! Astaga dragooon Ini beneran mau d perbaiki pelayanannya ga sih!? Masa lm bener #lol,1,2023-10-03 15:35:59
"Bug, aplikasi gak bisa di buka",1,2023-10-03 10:53:00
Sara untuk mode scrol atau geser samping jangan di pas baca buku. Jadi pas ngebaca pencet 2 kali jadi mode geser. Ribet. Padahal mau nandain paragraf doang,4,2023-10-03 07:44:52
"Dear developer, tolong dipercepat ya adain fitur bookmarknya biar ga ilang halaman terakhir yg dibaca. Anyway buat share buku, kayanya oke kalo bisa dishare ke Instagram story, buat rekomen ke orang orang buku yang baguss",4,2023-10-02 22:19:54
"Tolong kedepannya ditambahkan fitur list simpan buku. Buat buku favorit, buku yang mau dibaca, dll. Biar gak repot harus nyatet manual nama bukunya. Jadi udah disediain sama aplikasinya.",5,2023-10-02 11:18:16
Edukatif,5,2023-10-02 08:55:26
"Saya sudah lama mengenal aplikasi ini dan biasanya berjalan lancar, tetapi kenapa untuk sekarang saya tidak bisa membuka bukunya? padahal sudah di download dan masuk ke menu pinjaman buku. Ruang penyimpanan saya masih banyak dan sinyal saya juga lancar. Bukan hanya satu atau dua buku tapi semua buku yang sudah saya download tidak bisa terbuka. Mohon solusinya min, terima kasih.",3,2023-10-02 08:45:55
Bugnya woii,1,2023-10-02 07:39:11
Ok,5,2023-10-02 07:14:51
kok gabisa dibuka ya pas mau baca? segera perbaiki min... peminjaman buku ini sangat butuh loh jangan ditunda²,2,2023-10-02 01:43:26
Apakah terjadi error lagi apk nya?,4,2023-10-02 00:56:39
Kenapa pas mau baca buku... Harus ada bug dan keluar sendiri 🥺 jadi sedih,1,2023-10-01 20:02:31
Nggak support tablet ya? Keluar mulu dan,2,2023-10-01 19:13:10
"Halo kakak pihak ipusnas, setiap saya ingin membaca buku di ipusnas aplikasinya selalu saja keluar secara tiba-tiba. Saya sudah mencari solusi untuk bisa membaca namun nihil, bisakah kakak pihak ipusnas memberi tahu saya cara mengatasinya? Saya sedikit merasa kesal karena tidak bisa membacanya, terimakasih sudah menerima keluhan saya",2,2023-10-01 11:29:31
Ini adalah aplikasi yang sangat membantu bagi yang hobi membaca di kala keuangan lagi sulit. Terimakasih iPusnas,4,2023-10-01 07:06:32
"Keren, nyari judulnya pun mudah. Sayangnya tidak bisa di screenshot ☹️",5,2023-09-30 14:19:45
"Hallo ipusnas,kenapa ya apliksainya eror, ketika saya buka buku yg sudah di pinjam, kenapa suka keluar sendiri, ada saran kah supaya bisa normal, adakah saran supaya bisa di gunakan lagi",5,2023-09-29 19:35:00
"Saya sudah pinjam buku tapi pas mau baca malah langsung keluar apk nya tolong diperbaiki. kalo masih gini apk nya mungkin saya akan unistall,karena percuma di install tapi gak bisa dipake🙏",1,2023-09-28 20:33:15
"Bisa di pinjam, bisa di download eh giliran mau dibaca bug teeerrruuusss😭",2,2023-09-28 16:17:33
Cara download buku yg dipinjam bagaimana?,3,2023-09-28 09:53:36
"Terima kasih, aplikasi ini sangat membantu saya dalam mencari referensi ^^",5,2023-09-27 08:30:12
"Teringat dulu saya kelas 5 SD baru saya tahu kalau di sekolah itu ada perpustakaan yang lokasinya ada di ruang kepala sekolah yang sangat jarang siswa ke sana, yang dimana kayaknya guru-guru di situ lebih takut bukunya rusak/hilang dari pada anak anak jadi kurang literasi. Dan mungkin buku buku itu masih bau baru sekarang saking jarangnya di gunakan dan minimnya edukasi untuk membaca. Tapai berkat apk jni saya bisa punya akses gratis untuk baca buku Terima kasih ipusnas.",5,2023-09-27 00:42:53
Kak admin tolong tambahkan lagi fitur buku untuk semua jurusan. Termasuk jurusan kuliah kimia murni🙏,4,2023-09-26 20:53:42
"Tiba"" aplikasinya gak bisa dibuka :(",5,2023-09-26 19:52:41
"Assalamualaikum Selamat Sejahtera untuk Kita semua mohon maaf sekedar saran dari Saya dkk. Untuk pencarian yang tahun 1000 supaya lebih mudah untuk mencarinya karena kami kesulitan untuk menemukan buku tahun tersebut untuk itu Saya Dkk mohon bantuannya. Terima kasih Salam Sehat, Salam Literasi",5,2023-09-26 06:42:05
Hebat,5,2023-09-26 05:20:07
"Kenapa jdi jelek gini setelah di update. Auto keluar stiap mau buka buku. Udah hampir 1minggu loh ini, ada masalah apa sih ipusnas, mungkin bisa cari bantuan ahlinya kalau ada masalah.. Biar segera terselesaikan dan baca buku digital jdi lebih enak.",1,2023-09-25 10:50:47
Buku tidak lengkap,1,2023-09-25 10:18:32
Tambah buruk,1,2023-09-25 09:36:18
"Overall oke, saran: mungkin bisa diperbaharui layanan pengembalian buku gak harus 24 jak batu bisa dikembalikan hehe",4,2023-09-24 17:32:59
Buat kalian yang bc buku malah keluar. Lebih baik download versi mod aja ... nyerah gw dan putus asa gak pernah dengar,1,2023-09-24 17:15:47
"Belum sempat baca, karena antriannya bunyak sekalii 🗣️",4,2023-09-24 12:17:58
"untuk donlot buku cenderung mudah dan bisa disimpan di rak ipusnas. Tapi notif antrian kurang valid krn saya dpt notif kalo buku yg saya inginkan sudah ready ternyata waktu di donlot statusnya masih antri. Apl ipusnas juga sering ngadat, mau ngelanjutin baca ehh.. Ipusnasnta ga bisa dibuka, entah kenapa, krn nggak ada customer care nya juga, kita seperti nggak ada petunjuk harus ngapain, harus complain kemana...",5,2023-09-24 04:56:36
Kapan ni update terbaru,2,2023-09-23 22:05:38
Kenapa pas mau baca malah keluar sendiri dari aplikasi? Pengen baca dari kemaren-kemaren jadi gak bisa. Tolong segera diperbaiki!,1,2023-09-23 19:47:28
Setelah di update gak bisa baca buku.,1,2023-09-23 18:00:07
"Sekarang tampilan bacanya terasa kurang nyaman, saat mau digeser baca ke bawah terkadang otomatis berubah ke halaman cover atau menjadi ke tampilan pencarian.",4,2023-09-23 17:45:36
"Sudah beberapa hari ini aplikasi tidak bisa diguankan, kendala yang saya alami; setiap mau membuka Buku, selalu keluar dengan sendirinya.. Sudah coba instal ulang, coba beberapa saat, dan menggunakan koneksi yang baik, tapi tetap saja.. Apabila ada perbaikan, semoga segera selesai, karna sebenarnya ipusnas sangat membantu, cuman sayangnya untuk perbaikan kali ini lama sekali.. Sebelum²nya tidak selama ini gagal untuk membuka buku bacaannya.",1,2023-09-23 09:27:43
Bagus pendapat soal bisa rotasi baca bukunya di dengarkan & di terapkan. Saran tolong ada kan fitur request buku yang belum ada di ipusnas agar bisa memenuhi kebutuhan masyarakat & memperlengkap koleksi😌,4,2023-09-23 08:40:20
Bug nya perbaiki ya pinjam buku kok sulit di akses di aplikasi nya notifikasi selalu ellor. Jadi saya kasih bintang satu.,1,2023-09-22 04:17:38
Awalnya seneng ada ini. Tapi sekarang kok mau dibuka/dibaca keluar sendiri gitu. Tolongdong diperbaiki agar pembaca sekaligus peminjam bisa nyaman pakenya,3,2023-09-20 21:17:01
"Kenapa setiap disentuh malah jadi hilang? Kamu sekarang mengecewakan! Ada apa dengan kamu, wahai? Padahal, dulu ketika pertama kali aku kenal kamu, kamu baik-baik saja. Apakah aku perlu menghapus namamu?",1,2023-09-20 17:11:40
tidak bisa meminjam buku menggunakan laptop saat mendownload buku downloadtannya tidak berjalan parah bet dah mana sering ngelag. bintang 2 sih masi bagus yah menurut saya kl rating apk ini,2,2023-09-20 16:08:32
"Suka banget, terbantu dengan adanya aplikasi ini!! Tapi kemarin waktu saya mau baca tiba-tiba bug, ga bisa buka e-book padahal udah didownload terus otomatis keluar dari aplikasinya. Dicoba lagi juga tetap masih seperti itu. Udah diuninstall-install beberapa kali pun masih sama dan setiap mau login ga bisa masuk. Mohon pengelola ipusnas segera diperbaiki, terima kasih! Ini saya habis ngasih ulasan, aplikasinya langsung bagus lagi loh!! Terima kasih!!",4,2023-09-20 14:19:59
"Tidak bisa log in, ketika keluar aplikasi akun langsung keluar otomatis dan harus selalu update dan instal ulang",1,2023-09-20 14:01:30
"Hallo admin, aplikasi sudah kembali normal, sangat cepat penanganannya, terima kasih. Sesuai janji, bintang saya perbarui sesuai kualitas ipusnas yang mantap betul.",5,2023-09-20 13:07:13
mengapa saat login iPusnas sudah tidak bisa masuk?,5,2023-09-20 10:38:14
Kak tolong perbaiki bug nya,1,2023-09-20 10:27:32
"Aplikasinya cukup membantu akan tetapi sering kali terjadi bug didalamnya bahkan aplikasi dapat terhenti dan setelah menginstal ulang hasilnya pun tetap sama ,tolong untuk developer untuk lebih diminta menangani masalah ini ,agar banyak masyarakat mendapat literasi lewat apl ini🙏",3,2023-09-20 10:17:02
"Tolong servernya diperbesar karena apknya lemot. Sering keluar sendiri, susah login, dan banyak masalah lainnya.",1,2023-09-20 10:01:46
mantap,5,2023-09-20 09:54:29
kenapa ya aplikasi nya ga bisa dibuka? lagi error kah?,2,2023-09-20 09:54:00
Kok tiba-tiba ada perintah tutup aplikasi,5,2023-09-20 09:44:42
"Tadinya masih oke bagus, tpi kenapa tiba tiba saat aplikasi tidak bisa dibuka dan saat dibuka langsung close sendiri, padahal masih ada kuota dan jaringan internet juga lancar.",2,2023-09-20 09:16:09
"Tolong dong bug nya diatasi, masak sekelas perpustakaan nasional ebooknya error terus gini",2,2023-09-20 08:00:23
"tolong diperbaiki, terjadi bug. masa buku yang sudah dipinjam tidak bisa dibuka",2,2023-09-20 07:51:48
"Tampilan baca tidak enak, suka gerak2 ga jelas. Tiru playbook, readera atau aplikasi readbook yang lainnya, biar kita nyaman bacanya. Sekarang lagi Forceclose, ada bug. Ayo perbaiki lagi, ini aplikasi perpus negara indonesia (apbn), merepresentasikan nkri. Masa kalah sama aplikasi swasta. Semangat 🙇‍♂️",3,2023-09-20 07:32:07
Pagi ini ipusnas kenapa ya ? Cuma kalo masuk sampe logo doang terus keluar,4,2023-09-20 07:27:23
"Loading aplikasi terlalu lama, kalau sistem login sih udah oke, dan tolong ada batas waktu peminjaman ulang, karena banyak banget buku yang rebutan.. jadi kalau udah pinjam sekali harusnya bisa pinjam nya lagi 2 bulan kemudian atau 1 bulan kemudian, soalnya jadi nggak bisa pinjam buku yang antrian nya aja ribuan orang.",2,2023-09-20 07:26:31
ngga bisa dibukaaa😁,1,2023-09-20 07:08:45
"Ngestuck lama terus keluar dari apk, semalam bisa kebuka eh malah logout account tiba-tiba",2,2023-09-20 06:51:54
Setelah update saya tidak bisa login pada aplikasi walaupun sinyal dan WiFi saya lancar Aplikasi terus saja keluar,2,2023-09-20 04:38:42
"Aplikasinya bagus. Hanya saja masih kurang lengkap bukunya. Dan juga yang aplikasinya tolong diperbaiki, karena saya mencoba atur kata sandi tapi tidak bisa. Serta apps kadang eror. 😭🙏",4,2023-09-19 19:06:07
"Sudah bisa login dan verifikasi email. Tp tidak bisa membuka atau mendownload bukunya. Mohon diperbaiki, ada kan uang anggaran pemerintah untuk aplikasi ini?",3,2023-09-19 17:37:37
"Saya ko gabisa ajuin peminjaman buku ya, tulisan nya ada masalah pada jaringan, saya udah coba pake wifi maupun data?",3,2023-09-19 17:12:00
Tidak bisa mendaftar bagaimana ini? Gagal terus,3,2023-09-19 17:00:12
Sejak mulai update sering terjadi forclose,1,2023-09-19 14:14:51
Tolong bug pada android dan apk untuk laptop diperbaiki.,1,2023-09-19 11:44:06
Kenapa harus ada sistem pinjam segala apalagi ada antrinya,2,2023-09-19 10:26:19
Saya lebih suka versi lama. Ada penanda halaman yang tersimpan meskipun offline.,3,2023-09-19 06:09:16
Tiba2 keluar sendiri kenapa ya? Sudah coba uninstall trs install ulang masih sama.. Mohon bantuannya ipusnas,4,2023-09-18 21:11:51
"Bagus, cuma pas baca tiba-tiba kembali ke sampulnya dan itu berulang-ulang, ngeselin banget bikin greget",3,2023-09-18 06:42:19
"Dari segi tampilan sama sistem nya udah okeee banget, asli aku suka banget, tapi begitu aku download buku nya, aku tunggu terus aku pencet buat baca isinya entah kenapa tiba tiba keliar dari app nya, aku coba positive thinking mungkin ada masalah dibuku itu terus aku download lah buku lain, eh sama juga.. Yasudah lah, pilihan akhir ya uninstall",3,2023-09-17 20:56:00
"Dari segi kelengkapan bukunya udah oke banget sudah ada penambahan koleksi buku yg beragam dr segi fiksi maupun nonfiksi. Hanya saja di aku ketika klik mau baca, pasti keluar sendiri dari apknya. Udah coba pinjam buku lain barangkali pun tetap sama. Udah coba uninstall apknya pun, tetap tidak bisa. Apakah ada solusi terkait masalah ini Ka? Sangat disayangkan sekali, aku udah lama pakai ipusnas cukup sedih kena masalah ini. Mohon bantuannya ya.",1,2023-09-17 17:48:47
Gak bisa restart password,2,2023-09-17 15:17:24
Program yang membentu dan menghibur,5,2023-09-17 08:15:05
"Kaaaaa knapa ipusnasku keluar sndiri trus?? Aku lagi ada buku yg udah dapet dan harus bgt di baca,tpi apknya kluar sndiri trus sebel😭😭 Tolong jawab dong kak",3,2023-09-17 00:14:08
Kemajuan yang bagus untuk memajukan minat baca masyarakat 👍,4,2023-09-16 17:39:05
Cuma mau nanya Kenapa saya pas mau baca buku Udah di download tinggal masuk Malah berhenti terus keluar dari aplikasi,3,2023-09-16 10:14:19
apasi anjir skrg kalo ga di perbarui ga bisa di pakeee,1,2023-09-16 07:04:32
"Ipusnas lagi error kah? Sudah berapa hari kok gak bisa baca, ya?",3,2023-09-15 15:27:54
"Maaf admin, bisa cek email. Penting Terima kasih",5,2023-09-15 11:14:44
Tidak bisa login Tolong diperbaiki,1,2023-09-14 22:14:56
"Makin kesini aplikasinya ngk bisa di buka,",3,2023-09-14 20:12:11
"Kecewa, nggak bisa didownload padahal apk ini veesi barunya😔😭",1,2023-09-14 16:31:13
"Kok perlu password, ribet kali. Niat meningkatkan minat baca-literasi ga??",1,2023-09-14 11:33:53
Bagus tapi banyak bug? Akun saya tidak bisa dicari di search bar oleh orang lain.,4,2023-09-14 07:34:24
"Bagus Banget,, Sayang Blom Banyak Bacaan yang TersediA",5,2023-09-13 20:04:05
gapapa,1,2023-09-13 09:09:43
Apk nya keren,5,2023-09-13 08:57:48
"Saat ini ada masalah yaitu Buku tidak dapat dibaca karena saat saya mau membuka buku tiba-tiba keluar sendiri dari aplikasi dan masih terulang meski saya sudah clear cache, koneksi internet lancar, dan install ulang aplikasi iPusnas. Mohon kepada pihak developer tolong segera di periksa dan di perbaiki masalah ini, agar iPusnas dapat digunakan untuk membaca buku dengan nyaman kembali.",3,2023-09-13 08:07:27
"BUGS DI ANDROID VERSI LAWAS, SY ANDROID 6, GA BISA DI OPEN, TOLONG PERBAIKAN SEGERA, UDAH KIRIM EMAIL JUGA MAKASIH",5,2023-09-13 07:37:37
overall aplikasinya bagus...cuma lebih sering ngebug trus terhenti mendadak padahal bukunya butuh banget,2,2023-09-13 07:29:58
Kategorinya banyak yang ilang tolong di perbaiki.,3,2023-09-13 03:49:06
setiap kali mau baca buku yang dipinjam pasti kembali ke beranda hp dan itu terus berulang padahal sudah diinstal ulang,2,2023-09-12 21:07:11
"Tambahin lagi buku novel nya, banyak buku yg kelamaan ngantri nya -_-",5,2023-09-12 19:11:07
"Bukunya bagus bagus. Cuma pas masuk gak bisa, soalny salah password, salah akun dll terus padahal sudah benar. Tolong banyak di benarkan",2,2023-09-12 18:55:58
"Halo, kenapa hari ini gabisa buat buka buku yg dipinjam ya, tiap mau buka langsung keluar sendiri aplikasinya",2,2023-09-12 06:05:17
Ini kenapa ya tidak bisa dibuka. Pdhl internet saya bagus. Buka di laptop pun sama saja. Apa tidak ada tindakan untuk memperbaiki?,1,2023-09-11 11:54:32
drpd bintang 1,3,2023-09-10 21:46:25
Kenapa tidak bisa buka buku yang sudah di download?,5,2023-09-10 19:37:54
Kenapa banyak buku yang ada di daftar yang dtambahkan orang lain tapi waktu di cari langsung ga ada? Kaya buku2nya ryan holiday yg cukup banyak tp d searching ciman ada satu?,1,2023-09-09 08:31:09
"Bruhh amat perpus ga lengkap, terus ada buku god delusion. Sudah tau bertentangan dengan agama, terus rata rata bukunya agama(mana agama islam yang paling banyak) kalian niat ga sih cerdaskan anak bangsa? Negara demokrasi pragmatis kedok demokrasi-kapitalis-liberal-sekuler 😂",1,2023-09-08 20:51:06
"Aplikasinya bagus,bukunya bervariasi tapi kenapa sewaktu mau tekan antri buku selalu muncul verifikasi email padahal sblmnya sudah verifikasi. Terimakasih.",2,2023-09-06 16:55:44
"Kenapa banyak buku yang tidak bisa didownload ya? Jumlah copynya banyak dan bisa dipinjam, tapi saat mau didownload statusnya malah File Tidak Ditemukan. Tolong segera diperbaiki.",2,2023-09-06 13:33:14
Kenapa pas aku mau buka buku gk bisa dan terus di suruh hubungi adminya lah admin nya no wa nya berapa aku udh cari cari gk ada,1,2023-09-06 12:04:01
"Tampilannya kurang menarik, tidak seperti aplikasi-aplikasi bagus pada umumnya. Gerakan ketika disentuh juga kurang lembut, kayak kaku gitu. Untuk kelengkapan bukunya sudah cukup lengkap, tinggal tampilan dan penggunaannya saja yg perlu perbaikan dan pembatas halaman yg suka hilang ketika aplikasi ditutup kemudian dibuka lagi, itu juga perlu perbaikan.",4,2023-09-06 01:57:27
Kurang suka Ama fitur skrng. Enkn dluu,4,2023-09-05 21:46:17
"Min ngga bisa verifikasi email, gaimana ya caranya?",2,2023-09-05 14:36:56
Jelek,1,2023-09-05 10:06:23
"Tolong berikan fitur yang bisa menandai halaman yang terakhir dibaca, supaya tidak harus mencari halaman mana yang terakhir dibaca.",3,2023-09-04 18:53:57
"Aplikasinya bagus, sehingga untuk seorang yang hobi membaca bisa menyalurkan hobinya. Meskipun mereka tidak mampu membeli sebuah buku yang sedang mereka inginkan. Namun sayang saya terkendala tidak dapat meminjam buku. Tolong bantuannya bapak/ibu",5,2023-09-04 18:33:50
"UI jelek kek ngga niat, sering error",1,2023-09-04 17:05:50
Membantu,5,2023-09-04 15:33:51
Banyak membantu,4,2023-09-03 19:10:13
Tolong tambahkan mode gelap untuk semua buku dan penanda batas halaman yang telah dibaca 🙏🙏🙏,4,2023-09-02 23:00:04
Terima kasih! Sangat suka dgn aplikasi perpustakaan ini. Serasa punya perpustakaan pribadi yg bisa diakses kapanpun dan dimanapun ^^,5,2023-09-02 20:34:00
Tolong dong ini setiap mau baca keluar apk mulu,1,2023-09-02 19:46:52
"Tidak bisa berjalan dengan baik, selalu keluar dari yang ingin diklik",1,2023-09-02 13:00:40
Enakan tampilan yang dulu:((,5,2023-08-31 21:18:22
"Aplikasi nya sangat berguna tapi kenapa sebelum bukunya dikembalikan malah pada hilang? Lagi penting banget ini bukunya malah hilang dari rak buku ku, tolong diperbaiki thanks!",3,2023-08-31 20:58:27
"Aplikasinya bagus dan bermanfaat sekali, memudahkan mencari literatur, dan buku bacaan lainnya. Mungkin untuk buku2nya bisa ditambah lagi supaya lebih banyak referensi, dan copyannya juga ditambahkan agar anttian tidak terlalu banyak. Ketika di scroll ke bawah juga buku2nya lama sekali munculnya. Semoga kedepannya semakin baik dan ada perbaikan.",3,2023-08-30 11:12:44
"Sampah ini sampah,lebih baik jadi member ilegal",1,2023-08-29 15:25:42
Koleksi bukunya lebih diperbanyak. Klo bisa bukunya juga mengikuti kemajuan sekarang.,3,2023-08-29 08:56:14
"Sejauh ini aplikasi lancar digunakan, tapi, mengapa login melalui FB dihilangkan, serta kenapa disaat kita menanda suatu teks, file buku tidak dapat dibuka. Itu saja keluhan saya selama menggunakan aplikasi iPusnas ini",4,2023-08-28 22:18:36
